txn_id,from,to,amount,timestamp,ring_id,pattern
TXN_0208,ACC_028,ACC_006,6774.65,2026-08-20T12:11:05.035938,,
TXN_0196,ACC_039,ACC_010,1133.41,2026-08-20T13:29:08.790180,,
TXN_0235,ACC_021,ACC_023,12349.95,2026-08-20T13:39:49.885648,,
TXN_0134,ACC_030,ACC_017,18281.45,2026-08-20T14:28:19.958702,,
TXN_0171,ACC_018,ACC_002,14945.88,2026-08-20T16:52:46.101714,,
TXN_0053,ACC_018,ACC_023,9794.53,2026-08-20T20:08:37.394765,,
TXN_0041,ACC_034,ACC_001,2070.02,2026-08-20T20:26:37.351409,,
TXN_0120,ACC_031,ACC_016,1479.0,2026-08-20T20:49:09.584269,,
TXN_0138,ACC_026,ACC_018,222.67,2026-08-20T20:50:06.274944,,
TXN_0082,ACC_020,ACC_037,19288.94,2026-08-20T23:15:39.946734,,
TXN_0021,ACC_005,ACC_035,5182.65,2026-08-21T01:10:29.213712,,
TXN_0102,ACC_020,ACC_037,1938.88,2026-08-21T02:34:20.534534,,
TXN_0251,ACC_027,ACC_016,18339.28,2026-08-21T07:55:04.281807,,
TXN_0118,ACC_006,ACC_015,18519.81,2026-08-21T12:51:49.128048,,
TXN_0128,ACC_006,ACC_022,17608.82,2026-08-21T15:55:46.325921,,
TXN_0192,ACC_010,ACC_004,16786.44,2026-08-21T17:08:46.435343,,
TXN_0250,ACC_018,ACC_029,4645.8,2026-08-21T17:12:50.105992,,
TXN_0152,ACC_023,ACC_004,1314.79,2026-08-21T18:04:55.283702,,
TXN_0111,ACC_018,ACC_012,10410.04,2026-08-21T19:41:02.718442,,
TXN_0017,ACC_019,ACC_028,3055.17,2026-08-22T04:07:07.300588,,
TXN_0209,ACC_027,ACC_004,9357.35,2026-08-22T06:14:19.252270,,
TXN_0030,ACC_036,ACC_007,341.65,2026-08-22T06:36:24.916549,,
TXN_0095,ACC_018,ACC_038,11918.83,2026-08-22T10:09:37.578503,,
TXN_0109,ACC_039,ACC_017,272.42,2026-08-22T15:55:09.322066,,
TXN_0129,ACC_032,ACC_035,4163.15,2026-08-22T16:37:30.208698,,
